RAD1_cam1_X,RAD1_cam1_Y,RAD1_cam2_X,RAD1_cam2_Y,RAD2_cam1_X,RAD2_cam1_Y,RAD2_cam2_X,RAD2_cam2_Y,RAD3_cam1_X,RAD3_cam1_Y,RAD3_cam2_X,RAD3_cam2_Y,MCIII1_cam1_X,MCIII1_cam1_Y,MCIII1_cam2_X,MCIII1_cam2_Y,MCIII2_cam1_X,MCIII2_cam1_Y,MCIII2_cam2_X,MCIII2_cam2_Y,MCIII3_cam1_X,MCIII3_cam1_Y,MCIII3_cam2_X,MCIII3_cam2_Y
478,85.375,570.271770236,73.5729602643,483.007650208,107.907877727,557.852037569,98.5327318579,480.081225547,143.013485019,569.362797558,133.023987838,550.179964593,846.664285604,420.448105721,884.300864415,570.705955516,841.215911162,401.546304876,881.545049709,563.953563815,874.117575867,395.134200107,914.68282099
477.672632344,85.2657683195,570.499771729,73.7254575091,482.925180113,108.07362767,557.786510176,98.5808124391,480.111299266,142.793597125,569.575191128,132.790622687,548.875898436,846.636422674,419.095395694,883.795135652,569.238857809,841.059005028,400.24521564,880.996512008,562.65940955,874.160989125,393.590121286,914.330100199
477.970537194,85.1120363055,570.258438188,73.6012599469,482.759190489,108.049526289,557.921895893,98.7677248573,480.081401426,142.803158118,569.350756498,132.920208246,547.860671927,846.742465102,417.853087857,883.578166163,568.411532354,841.020236066,398.794924555,880.484362176,561.614477846,874.185677358,392.167640965,913.661929367
477.731547487,85.3743538095,570.299950915,73.472539475,482.944886035,107.769692668,557.855571744,98.5773871059,480.387228857,142.787077224,569.458992447,132.835435179,546.754259996,846.408198183,416.421170977,882.932718348,567.037388449,840.651700679,397.479066722,880.212756835,560.355987264,873.929462642,390.697775262,913.214322782
477.995679221,85.2379138358,570.333208683,73.6330582253,482.98101238,108.116912746,557.699659526,98.6672171317,479.996232671,142.813467296,569.483991251,132.86516387,545.62487957,846.313998028,415.090458261,882.589101431,565.779106461,840.449026724,396.245283405,879.855357971,558.941885561,873.713773347,389.197025723,912.753524131
477.778479595,85.3044485395,570.320348332,73.64121286,482.975812698,108.208691683,557.812624663,98.5409289368,479.889547259,142.829151198,569.314380149,132.983688668,544.084315453,846.165165871,413.66866997,882.115811651,564.485339742,840.348827611,394.845845478,879.584536213,557.360562151,873.363226832,387.88955547,912.239697019
477.817900868,85.2702025966,570.248142684,73.383986248,483.124811494,108.15174533,557.849368853,98.7183405431,479.913349786,143.1491308,569.169528838,132.965308822,542.913636226,846.163052925,412.699464549,881.676194883,563.638444337,840.445180405,393.773450484,879.03000857,556.40795289,873.235957935,386.618178073,911.647326321
478,85.5,570.249362647,73.5356940997,482.932488049,107.892167452,557.864680039,98.5446169082,480.135355218,142.744181154,569.399861964,132.985468803,541.980020266,845.738732262,411.2508041,881.418183963,562.585649654,840.206708794,392.375431601,878.746116909,555.29815434,872.786579013,385.124623632,911.483409288
478,85.5,570.379325956,73.472891137,483.154876318,108.299386934,557.682123083,98.7213417606,480.167036089,142.717471973,569.349973232,133.000717796,540.669118415,845.636842678,409.745774991,880.918119809,561.282482024,839.904657491,390.739162161,878.203178201,553.772526121,872.476436992,383.513103133,910.767993408
477.649729317,84.8484501887,570.26256574,73.610387293,483.020320364,108.334301771,557.621327549,98.6833137031,480.413276034,142.462977473,569.294290527,133.020457286,539.315861041,845.274317256,407.974119496,880.295441185,559.701080543,839.583740533,388.924577913,877.414994242,551.91199773,872.231943532,381.565151349,909.833166518
477.816692552,85.0638238865,570.218801598,73.6324646324,482.957534728,107.862968358,557.637258144,98.6883087956,479.961950813,142.924336667,569.075441028,133.008909857,537.861300951,845.126917478,406.548591365,879.762753728,558.27366931,839.336200842,387.446516035,876.848057563,550.481971729,872.026312515,379.94576909,909.166729122
477.768499062,85.0413541003,570.114860558,73.6267329541,482.86959145,107.836245494,557.596812115,98.5504035032,479.739430722,142.748734734,569.14441595,132.916452547,536.935476168,845.145958831,405.292726269,879.237318293,556.735430896,839.3868763,386.218761456,876.567524827,549.231225292,871.572573843,378.783591332,908.899911795
477.841280621,85.2528632754,570.073433152,73.4728798007,482.717171571,108.185888482,557.644809584,98.6593318585,479.945258449,142.830391434,569.063943779,132.745166146,536.043904323,845.025798683,404.315099142,878.893784156,556.589976398,839.312581061,385.426756305,876.282066082,548.550981436,871.759351276,377.833960168,908.455840884
477.793580529,85.1041186856,570.168669202,73.6449470174,482.879103719,108.090341741,557.780271766,98.6676652045,479.86435924,142.806812761,569.195174347,132.892767153,535.601213532,844.765180429,403.677356921,878.799535413,556.107599978,838.825592324,384.751352479,875.979347278,548.190559,871.391936307,377.096429217,908.21103003
477.5,85,570.133700338,73.6607159563,482.766146216,107.789785061,557.530671827,98.4982700112,479.932428587,142.762999858,569.147624133,132.80138389,534.915030313,844.729772673,402.885895012,878.398258646,555.222078381,838.644156505,383.899323816,875.518153722,547.430398941,871.239246689,376.058280169,907.735840532
477.614882391,85.250109045,570.094484023,73.5468598543,482.880842776,107.780584077,557.578424039,98.6766510642,479.838032819,142.730827407,569.097279452,132.920055635,533.982041811,844.540437894,401.850081857,878.053934803,554.473098936,838.888146031,382.711992886,875.25114521,546.531483503,871.371940188,374.814922362,907.370623834
477.397696572,85.125103026,570.053177042,73.5597368321,482.596639514,107.895471035,557.534426944,98.4088788528,479.762993704,142.707481247,569.014197237,132.854959474,533.158910815,844.432991297,401.059139785,877.666858194,553.681439817,838.516529201,381.774677987,875.046551645,545.692076416,871.21776818,373.912265392,906.879307033
477.516218529,85.0521444143,569.99709958,73.6137343864,482.683820071,107.8374525,557.224494958,98.691558958,479.946345729,143.023197976,568.979511107,132.944603495,532.511074549,844.277650173,399.952705647,877.336028178,552.953254604,838.302692243,380.901500283,874.585237738,544.767467932,870.576434682,372.98742513,906.700902882
477.714678625,84.9364989851,570.011458672,73.4801097803,482.833602869,107.833110902,557.383159759,98.595713996,479.98657809,142.778377792,568.980522764,132.996689653,531.909215902,844.025011037,399.044838611,876.94046569,552.194799642,838.206295595,379.839757324,874.399413933,544.137709766,870.423728144,371.991317073,906.238571988
477.593840828,85.1471000677,570.010163992,73.6993033231,482.437427131,107.995842044,557.408596494,98.6478314772,479.67152067,142.769252992,568.846008333,132.849448926,531.258567158,844.026918211,398.40774937,876.672332764,551.674081475,838.260706781,379.10908595,873.927560555,543.315125595,870.487622652,370.996664329,905.876127173
477.280206831,84.8629543713,570.011014814,73.6946745137,482.595112102,107.824419531,557.470726961,98.7422277796,479.77657913,142.902968909,568.902662482,132.928072559,530.6421347,843.813665643,397.29870755,876.278005753,550.888998602,837.725250603,378.322869933,873.565049164,542.221329533,870.528142978,370.0925629,905.390189287
477.623160548,85.0835368989,569.769661781,73.629846776,482.965920777,107.860326428,557.578170943,98.6554637542,479.760518484,142.593956414,568.90150616,132.928297212,529.700866661,843.453409724,396.435111182,876.064867014,550.038632049,837.771551062,377.388481758,873.241050055,541.644065549,869.980296149,369.047799554,904.758496538
477.404144133,85.2090959947,569.977575095,73.5076098798,482.639555342,107.736245667,557.375391447,98.7300553119,479.704595621,142.737194765,568.765985361,132.785919059,529.227824176,843.281540183,395.478230159,875.793893666,549.434179402,837.48239583,376.554497745,872.867805383,540.97565997,869.779751069,368.184097869,904.427441648
477.549622616,84.8416232335,569.907721397,73.5116603465,482.640645194,107.785651684,557.174209846,98.7152984122,479.82678461,142.770406795,568.80434131,132.925337161,528.338614825,843.061413641,394.783879918,875.42261923,548.778276351,837.214898892,375.557850392,872.589998632,540.270591675,869.553428159,367.323456163,904.151838593
477.576204245,85.2208265149,569.675524048,73.5880053153,482.737166501,107.830236256,557.270279586,98.6322559089,479.94270044,142.754259441,568.827546679,132.969557826,527.871706538,843.253003262,393.757370126,875.047498183,548.173694809,837.125793919,374.553643284,872.150195511,539.466660584,869.451543434,366.042472644,903.625843196
477.264313534,85.1790590937,569.722466408,73.5421940432,482.485304513,108.063584052,556.965790739,98.8029074604,479.806030658,142.646145569,568.789647965,132.931997389,526.998554965,842.795409639,392.817395253,874.471802318,547.176747237,836.806717594,373.729785496,871.651850584,538.713577102,869.275526522,365.213459945,903.284508541
477.403102709,85.0508994777,569.833996947,73.6189274666,482.473775052,107.88979158,557.458056906,98.5287584456,480.092042287,142.832786692,568.765203131,132.888442934,526.507707444,842.778949799,391.931783869,874.183609848,546.644624988,836.593600666,372.686456321,871.259875072,538.042912746,868.740118757,364.418927232,902.833146996
477.370321836,85.1774916117,569.580282264,73.4885530597,482.584771205,107.977618102,557.226095227,98.4755156204,479.727944139,142.647280098,568.689969394,133.002873277,525.649631596,842.714832802,390.921484712,873.967403321,546.212353042,836.558333216,371.931581508,871.152038275,537.245419566,868.470638831,363.324064788,902.419491035
477.485238666,85.0886223719,569.581721975,73.4120246571,482.464006397,107.823882507,557.112572102,98.6685685626,479.547328402,142.709874993,568.722323692,132.837888759,525.010845668,842.327366815,390.091385068,873.569599457,545.284828767,836.692168137,370.948434539,870.747486041,536.506202254,868.492494197,362.380607377,901.985476434
477.065690471,85.1360038859,569.458177044,73.4851330806,482.476422438,107.792442645,556.968930187,98.770557523,479.634813516,142.715844966,568.599032153,133.0312411,524.361933729,842.119331653,389.232254162,873.121320854,544.583839417,836.198362132,370.049708873,870.410835664,535.706910187,868.09605201,361.344035196,901.624069853
477.297474747,85.2403188329,569.611961463,73.5710652877,482.116328317,107.92521335,557.081744021,98.555065353,479.348359312,142.750081564,568.535209874,132.843332899,523.674717919,841.985078328,388.561903652,872.628031095,543.887729561,835.733130302,369.157322389,870.014875176,535.008636948,867.935340085,360.367781562,901.112797532
477.195950159,84.7568296765,569.5251301,73.4525199568,482.28907886,107.940621537,557.112202697,98.6546057499,479.84806371,142.665208585,568.450095696,132.91900309,522.848638909,841.881913421,387.533307854,872.380264581,543.290842873,835.637352715,368.476580405,869.417912451,534.357423599,867.816431739,359.276487628,900.468372793
477.138519957,85.4234737272,569.435811344,73.5854477673,482.207523957,107.872124764,556.849955602,98.6220504422,479.611988891,142.772964862,568.453637891,132.896533699,522.585456764,841.763164566,386.709137635,872.109614382,542.635676615,835.434586997,367.617717863,869.234688878,533.653782113,867.357191792,358.731826581,900.279460643
477.294013547,84.8513162128,569.327272054,73.4972212735,482.179803765,107.856851637,556.979484845,98.7823350776,479.581863704,142.808991272,568.583626784,132.823149009,521.710120387,841.481680386,386.110810677,871.689687494,541.856191484,835.562938419,366.748582661,868.6172656,532.912179233,867.250315872,357.719027793,899.940508724
477.128854359,85.2791354215,569.296859778,73.4862709355,482.187014578,107.841931993,556.83866683,98.6601933942,479.346207668,142.698809203,568.469430051,132.957739361,521.332359959,841.228974784,385.120052799,871.361869801,541.224524873,835.239757238,365.745713434,868.422335633,532.134508955,867.161894104,356.743843052,899.599794476
477.173452085,85.044200694,569.476805457,73.5104288424,482.229420185,107.82489665,556.840001384,98.555017846,479.648394884,142.585496941,568.314303237,132.860365998,520.32790488,841.1613159,384.277925676,871.019281544,540.81189569,834.776883262,365.27595426,868.096435295,531.56104849,866.798491724,356.067696197,899.13039352
477.08472045,84.6705568135,569.376670095,73.4697601875,482.197838294,107.69992651,556.878998398,98.5050751165,479.292017364,142.856003936,568.288078927,132.793885365,519.876237048,840.65728465,383.520349922,870.81262677,540.376025004,834.777266865,364.671669485,867.533673939,531.154375948,866.605821943,355.144578961,898.805384157
477.027804073,84.8004546329,569.193848786,73.5608906197,482.04824233,107.780615597,556.728625985,98.687458288,479.542396707,142.700848563,568.30204126,132.856465748,519.306556561,840.748128963,382.922024417,870.37739264,539.603119376,834.518959921,363.5,867.5,530.429283254,866.497660181,354.488421887,898.287151161
477.208398482,84.8454651675,569.227282156,73.5975603833,481.961455953,107.947121612,556.773214448,98.684102401,479.357212873,142.583345514,568.263448072,133.023806205,519.120361467,840.464160408,382.04195437,870.008843076,539.026535684,834.268918626,362.756693396,867.017423886,529.840391311,866.36351985,353.766961,898.020338969
477.254461376,84.9438276719,569.250634108,73.6069473643,482.105672459,107.821529294,556.82129689,98.6528856676,479.062835649,142.953685672,568.278180274,132.84226886,518.336206256,840.306372821,381.290602859,869.539654583,538.58564057,834.129155168,361.936649746,866.681938234,529.126977264,866.154283634,352.632494111,897.449398592
476.966564636,84.9850655453,569.195536631,73.5765765215,482.160752152,107.714516716,556.640206922,98.6315167953,479.24504701,142.934181792,568.278932121,132.953034778,517.715060536,840.044548282,380.540380596,869.461535749,537.806115704,833.688076536,361.304415246,866.391969436,528.402022606,865.679675265,351.914740894,897.153748081
477.054377447,84.7570269724,569.04150404,73.7440966183,482.043122523,107.71123966,556.679763076,98.6073270191,479.018888115,142.606376411,568.17139413,132.788596142,517.219490192,839.775425682,380.074115915,868.924068451,537.425041054,833.785367963,360.632243681,866.158583792,528.09627647,865.379410087,351.002591305,896.752126207
476.915274196,84.8152607115,569.175513717,73.4510624353,481.821507074,108.013189382,556.704534221,98.6063675844,479.421909352,142.756335226,568.163754736,132.922099248,516.729222554,839.770149587,379.211902114,868.85435337,537.023141683,833.545125983,359.935330436,865.760188118,527.526657004,865.30106011,350.431149896,896.297032996
476.938783599,84.8456670295,569.323973982,73.576543406,481.832071683,107.88975219,556.819398108,98.6327504574,479.027815769,142.574292954,568.146904522,132.773544085,516.135239083,839.658801213,378.703078395,868.385564882,536.344005223,833.750074501,359.479775091,865.573280838,527.047654837,864.902755027,349.880872612,896.13507957
476.925033365,85.1698184937,569.085837931,73.4751438737,481.889771088,107.724331096,556.623373953,98.6169329149,478.930052517,142.690678096,568.042444579,132.977080415,515.736430088,839.228105649,378.069197959,868.224699303,536.031009082,833.387107874,358.842568783,865.105266906,526.514901453,864.691311762,349.025005639,895.554294257
476.80873538,84.985102117,569.199233954,73.7698752286,481.928010431,107.883095975,556.697858885,98.6194810658,478.866721704,142.641686357,568.222698017,132.889951261,515.203994115,839.225999966,377.389805164,867.947890613,535.72775221,832.896159052,358.21183935,864.744054817,525.939069539,864.548156157,348.520261887,895.479116385
476.8657996,85.073968935,569.213887459,73.5438995483,481.843381713,107.840455063,556.615138644,98.6028112176,479.17566049,142.475810777,568.133385594,132.940742635,514.822233051,838.945624285,376.7826301,867.720248432,535.335422262,832.829714296,357.577885975,864.678530923,525.348180404,864.268475954,347.931339487,895.07542187
476.957671612,84.8484707743,569.06324999,73.4310197467,481.845168922,107.695405062,556.719057679,98.6198929221,478.848741103,142.566308206,568.09133637,132.902618592,514.546724068,838.775730143,376.016358187,867.46305987,534.810959732,832.542474399,356.85857353,864.302524086,525.033660262,864.217338942,347.258102767,894.815627626
476.786246949,84.9993709122,569.152614104,73.6159855586,481.78579925,107.646524915,556.641060748,98.6768397667,479.082407655,142.839482736,568.166466093,132.814464035,513.98247756,838.721849306,375.61924506,867.274513786,534.08883581,832.369857061,356.452524035,863.940922321,524.454782065,863.914954622,346.636702218,894.3424305
476.597231747,85.2621602428,569.140918651,73.7447369262,481.669661839,107.915923162,556.806866057,98.5549148595,478.704164787,142.377550974,568.090713894,132.862279677,513.453892499,838.635227037,375.141377586,866.953708771,533.67924539,832.214461753,355.905332417,863.618959859,524.29934837,863.957665552,346.150641986,894.190251265
476.441401929,85.1400981907,569.151845078,73.6429790795,481.525349768,107.854022174,556.672594278,98.5814695081,478.434658737,142.571011445,568.081988119,132.818796873,512.88073213,838.46423441,374.621520584,866.591020271,533.200158163,832.129590755,355.192722212,863.635469307,523.304932156,863.609908588,345.38851391,893.811346784
476.783703468,84.8777303902,569.145872081,73.5552435782,481.514609018,107.903197456,556.521004854,98.5707602259,478.749329031,142.680083803,568.030353215,132.790364396,512.713183055,838.130379966,373.939302638,866.158637408,532.837058337,832.05052786,354.642582333,863.283686611,523.132846883,863.572832009,344.780086224,893.519748052
476.800695934,85.2531332757,569.086932423,73.4384329925,481.627551744,107.748974985,556.535422031,98.4445393517,478.713265831,142.74680401,567.985505088,132.868184511,512.188359748,838.091051277,373.395830144,866.192318316,532.467185035,831.89274024,354.279601268,862.90320188,522.718026019,863.282729904,344.227498949,893.299740728
476.518687273,85.120262747,569.010724354,73.5591334515,481.464066162,108.15475182,556.625906582,98.456573693,478.760668835,142.299224883,567.881685125,132.794746339,511.958339602,837.853524839,372.872077861,866.069113105,532.122467067,831.59020456,353.698502723,862.848136879,522.286788557,863.103515887,343.849348562,892.835525003
476.729665226,84.9337939542,569.014300062,73.4387554255,481.721774681,107.774239348,556.458940584,98.5726409466,478.459477328,142.699463385,567.910132019,133.025901426,511.374327037,837.985474309,372.466159781,865.956976878,531.802773846,831.531116825,353.269069095,862.541020533,522.013027976,862.829657769,343.362779239,892.703624802
476.27901366,84.8461001703,568.936565313,73.70473047,481.374341135,107.592656123,556.498826941,98.7152442434,478.565169194,142.684829331,567.819639806,132.74653405,510.990503445,837.643123226,371.997325974,865.558905872,531.405524338,831.304550419,352.721834373,862.306552606,521.469325348,862.612275895,342.860342433,892.489580485
476.556879837,84.9785688715,568.979158335,73.5321663478,481.408370742,107.778267266,556.421620225,98.605283554,478.698605101,142.612609429,567.76612363,132.958592635,510.780017459,837.55849225,371.55001045,865.521011081,531.123628657,831.189046627,352.272381385,862.136000138,521.221572171,862.53289213,342.288201153,892.42722347
476.575969652,85.1847219612,568.897108767,73.5993867302,481.435972959,107.763603094,556.415271745,98.5351217012,478.640616192,142.618024016,567.799450744,132.77045697,510.483510594,837.43716528,371.189936414,865.253453792,530.752151744,831.075530829,351.798867763,861.910031484,520.674095789,862.570981108,341.81908964,892.165779301
476.477075604,85.2087827048,568.928771055,73.6788961914,481.204604564,107.923884052,556.513961939,98.6029754534,478.465050609,143.008341659,567.840508936,132.852316462,510.188480096,837.402114588,370.743907575,865.01369445,530.463741914,831.271901459,351.319963429,861.432584433,520.47519779,862.323342511,341.379006851,891.767866092
476.459341397,84.8110882427,568.828091996,73.5219054789,481.447044673,107.680119928,556.307231303,98.5367994569,478.553630473,142.60536409,567.837619442,132.939600311,509.755132569,837.301059956,370.221942866,864.608627168,530.133877202,831.066377407,351.012767195,861.407744696,519.925043346,862.17073785,340.651555302,891.469559991
476.380153352,85.0215128281,568.956849559,73.5773341338,481.798615443,107.685672109,556.669933014,98.597714181,478.266740235,142.821872909,567.851082069,132.974329129,509.598618317,837.198003903,369.913979817,864.241726391,529.826522763,830.614343038,350.395066017,861.101655745,519.670787827,861.956194821,340.602104898,891.197211326
476.237870729,84.9280720971,568.962953929,73.6047497907,481.357408335,107.752643506,556.538966027,98.3717395281,478.526017341,142.669961094,567.848320385,132.804119105,509.09688278,836.95845326,369.42194707,864.229072836,529.485322121,830.335907857,349.968623344,860.972073056,519.315535832,861.704125355,339.816869041,890.993719615
476.377493643,85.0795580362,568.790773983,73.63160826,481.504673561,108.116195012,556.285615288,98.4346451454,478.624014379,142.515472994,567.678478479,132.80277925,508.763813975,836.610510864,368.909829844,863.963100476,528.827890107,830.343393366,349.496017114,860.564011208,518.896248703,861.60265791,339.221877902,890.605447901
476.603166275,84.7019204502,569.003453274,73.5969833685,481.388682537,107.62823874,556.351368852,98.5999138654,478.400644934,142.641948534,567.73149697,132.825163549,508.294774811,836.60978457,368.530828995,863.62530667,528.623557531,830.22069967,348.93234745,860.55229102,518.651319714,861.331437685,338.814997734,890.291058791
476.416085692,84.5223984121,568.935421769,73.526454297,481.382452103,107.830855755,556.324408287,98.597455806,478.304920426,142.554217923,567.813487289,132.862077213,508.047112564,836.449569949,367.926258757,863.466932688,528.511189076,829.778603036,348.552713793,860.296271289,518.087623532,861.253127524,338.373894752,890.196107432
476.570354208,84.6714844091,568.768278119,73.6891375763,481.425968665,107.619497013,556.252219974,98.6119038735,478.5,143,567.702211276,132.895684358,507.794298385,836.415009718,367.448774421,863.352287134,527.965323408,829.749832699,348.258105642,860.107934038,518.007462906,861.036597695,337.912683612,889.952854079
476.371337295,85.1022766945,568.767009157,73.5529138298,481.267265147,107.663989772,556.42478154,98.7124393545,478.439967869,142.644692001,567.79291602,132.891779916,507.525510636,836.211464678,367.155360661,863.118710143,527.623051967,829.669038993,347.994735908,859.640728336,517.483168147,861.024851936,337.539051042,889.566524905
476.140298905,84.8288326464,568.778126393,73.5631840339,481.336612859,107.698387518,556.310342649,98.6255965857,478.392245365,142.386033277,567.688568958,132.80754426,507.095810135,836.233565266,366.8599452,862.853371655,527.580040509,829.28138626,347.562157367,859.367566792,517.182409835,860.72787601,337.168284516,889.388610831
476.407030946,84.7671783215,568.700062887,73.5913565338,481.520140263,107.788803807,556.30294823,98.4766578309,478.196755992,142.463811881,567.734080455,132.773473209,506.750681736,835.927577933,366.301321294,862.84094414,526.966028688,829.361466324,347.216716153,859.443235137,516.72259224,860.642839295,336.617171502,889.072291459
476.463396142,84.5661592011,568.841826784,73.485071691,481.240921908,107.716036712,556.458536204,98.5821320842,478.275765453,142.6002754,567.74290679,132.881699371,506.639937047,835.974942283,365.982970393,862.615290491,526.702290579,829.163587729,346.886513572,859.221990297,516.270201343,860.533327006,336.100757238,888.897862093
476.161135948,84.6043953624,568.667354486,73.7253912377,481.161593062,107.545827146,556.267085068,98.5138371286,478.185541645,142.299103631,567.744296923,132.812061943,506.355507863,835.700842307,365.809383699,862.373965352,526.555073056,829.113424131,346.381339158,859.044338698,515.979952973,860.322286151,336.041750317,888.558922056
476.197341725,85.0097003107,568.742661738,73.5483928775,481.313293993,107.575956786,556.423372489,98.670455507,478.327368861,142.520142068,567.735329933,132.982501096,505.936134083,835.589875706,365.437924969,862.133083308,526.3857947,828.782337268,346.091109892,858.862726028,515.87652737,860.244704573,335.570911247,888.729020558
476.479860846,84.6697419484,568.703568058,73.674865679,481.248571332,107.516225823,556.343083209,98.444468387,478.251195621,142.48888168,567.679475263,132.833687439,505.781046655,835.589704819,365.136126373,861.790215197,525.935271087,829.051219454,345.810632373,858.549444287,515.407802743,860.066840714,335.348016238,888.271695717
476.304750304,84.6209262657,568.720613186,73.5880509191,481.089901981,107.827253616,556.374263845,98.6825588467,478.273782567,142.572632428,567.798741802,132.924566176,505.279954487,835.547913367,364.688534373,861.930415116,525.619771704,828.718547114,345.520500966,858.707863568,515.293409483,860.077327114,334.983103708,888.232616368
476.190828226,84.7134647809,568.791803304,73.5624017958,481.069122193,107.642484047,556.360053851,98.620847686,478.257051956,142.404688063,567.623586664,132.82935237,504.943429831,835.469485546,364.508097153,861.768124512,525.17634925,828.840246338,345.164342645,858.327448162,514.782285267,859.866254975,334.69180024,887.998291606
476.134906702,85.1052859642,568.878859013,73.7001467346,481.054944636,107.659401026,556.269845233,98.5303221314,478.45308476,142.307906605,567.720107006,132.810103718,504.703287189,835.209784626,364.348376517,861.226944035,524.940362896,828.648386663,344.783333651,858.068979665,514.712888898,859.753597577,334.299440291,887.646823753
476.101788791,84.7277110474,568.781134426,73.6317605289,481.069065218,107.708527531,556.22062452,98.5977729668,478.099049193,142.266924994,567.758239215,132.955459814,504.371348516,835.016461942,363.877645031,861.442623044,524.555392699,828.375798813,344.53924945,857.972013438,514.035996507,859.672451013,333.930428727,887.540820527
476.291042695,84.6258265144,568.668636909,73.704584709,480.99184403,107.569773355,556.085558284,98.7049414834,478.354396066,142.382291827,567.550557996,132.966177389,504.066691536,834.895789344,363.680549903,861.122488804,524.459473585,828.177332083,344.133945497,857.995414946,513.997329269,859.563321854,333.645368752,887.391330989
476.071656537,84.9123327084,568.872161775,73.5485214258,481.006203025,107.537049843,556.416879889,98.6442322372,478.143520677,142.571152289,567.678734282,132.778609677,503.753827055,835.115238577,363.392717028,861.091735581,524.112842838,828.262862762,343.888083706,857.627551335,513.514766748,859.295779774,333.452636306,887.092707757
476.230170788,84.7064390478,568.592419323,73.6228568683,481.164847858,107.416025635,556.388368192,98.5526038612,478.5,142.5,567.644031784,132.824548356,503.568376744,834.810619249,363.086742542,860.834548254,523.894129525,828.024290037,343.723859824,857.526640299,513.253471909,859.312027411,333.116813574,887.073689409
476.201209508,84.3893732511,568.77657566,73.6531497072,481.006906537,107.5392391,556.276028036,98.5799751468,478.163856049,142.338411684,567.597056419,132.864835828,503.358549803,834.979409806,362.815923821,860.695706278,523.545909741,828.113746894,343.355370788,857.445285696,512.750987628,859.035900796,332.586391394,886.823797903
476.16070208,84.6387270199,568.66393868,73.633890691,481.5,107.5,556.234765342,98.6149920431,478.234985543,142.426994165,567.67085552,132.807777439,502.908938237,834.782783886,362.445743413,860.547742138,523.182242814,828.055360194,343.362533319,857.109222016,512.407189696,859.02934873,332.382909419,886.742092531
476.170186857,84.6203962493,568.727326672,73.6978865658,480.871038744,107.602115864,556.166500799,98.6587055207,478.288309523,142.442271871,567.612724244,132.814066651,502.654972421,834.745017739,362.326017519,860.212357781,522.998062046,827.914306444,343.060475682,857.045114169,511.996110783,858.814206664,332.144444393,886.404744272
476.253046798,84.8078947383,568.786387088,73.6886426792,480.94531912,107.360039807,556.094465737,98.5895605617,477.93628073,142.331863174,567.55872679,132.955178146,502.185745319,834.524974861,362.19617453,860.128281398,522.617029427,827.821837343,342.638957267,856.887639839,511.838622526,858.872775773,332.122324802,886.318379862
476.140397124,85.0572284559,568.804489467,73.5278890006,481.043363743,107.601496213,556.285419809,98.5644127215,478.158223748,142.443683645,567.609288527,132.880269794,502.113530866,834.425758161,362.048990533,859.950989408,522.257131527,827.79281465,342.763400829,856.488618508,511.434717192,858.813629815,331.830992756,886.109848074
476.271411375,84.6401057562,568.790521467,73.7450175855,480.888002798,107.332599636,556.148214308,98.5856259733,477.973502983,142.716857021,567.672060945,132.861280731,501.745149325,834.323144264,361.813158522,859.820749719,522.108643194,827.646096398,342.425022966,856.477423835,511.283065578,858.626777209,331.65864692,886.023585638
476.155669566,84.7830827598,568.790748904,73.7076566625,480.812011834,107.461985159,556.126905572,98.6976249855,478.152816519,142.504322572,567.503807372,132.866097239,501.427527677,834.216550121,361.476962011,859.750925168,521.859854558,827.708619894,341.992857998,856.60966408,510.768697653,858.529818721,331.318523842,885.69284852
476.198104476,84.7479300275,568.798429743,73.6889212508,480.911863687,107.396053263,556.242241606,98.6355201383,478.176778567,142.139100909,567.630026988,132.871338747,501.12673558,834.263517762,361.332510269,859.525554746,521.434155966,827.376933732,341.925687929,856.568480699,510.49054348,858.628079888,331.088745198,885.746242066
476.141701833,84.6595793425,568.595634779,73.6760445059,481.001145015,107.571989504,555.96521713,98.5368813575,478.067282772,142.424744696,567.475969118,132.911104119,500.865597013,834.12292264,361.148772203,859.354697215,520.96680473,827.688060264,341.874447026,856.003095615,510.202153679,858.402261689,331.143942618,885.511631661
475.914890321,84.7296569794,568.619220089,73.7162395487,481.03278042,107.631023064,556.149152388,98.5687137081,478.238473224,142.107498878,567.585931872,132.942920325,500.342448591,834.094096509,360.804836932,859.171604719,520.897831554,827.265158244,341.571581247,856.043693668,509.666010187,858.362466634,330.837634849,885.420614012
475.893650517,84.6789856854,568.613571896,73.5660854144,481.110509234,107.638968545,556.107412025,98.6148309127,477.951723674,142.339463076,567.581757193,132.889006923,500.142322245,834.056982323,360.857990176,859.147043862,520.25332688,827.267502695,341.251535337,855.834433445,509.410695924,858.431876978,330.559785158,885.262559524
476.115849145,84.3390317852,568.472513804,73.7632882115,481.140461698,107.362863363,555.992150618,98.626638403,478.091194257,142.537245237,567.522579146,133.051084129,499.844779212,833.983302442,360.616754265,859.193285533,520.023927029,827.371293019,341.234541455,855.735464176,509.187421572,858.208682532,330.432326165,885.064729537
476.317642174,84.6710399192,568.755385484,73.6773744125,480.995338119,107.678348638,556.187968622,98.7637405014,478.289224154,142.46849382,567.41163808,133.028135697,499.587983225,833.93685592,360.463234655,858.778357996,519.644931319,827.249138688,341.047563252,855.80762732,508.696221226,858.268714569,330.318120889,885.007656392
